path	type	ext	size_bytes	executable	shebang	first_line
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/apn.tsv	file	tsv	26856227	no	no	[REDACTED_PATH] 15   • Your telephony state shows the default data APN is carrier-controlled and marked CARRIER_EDITED, not user-edited.
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/validation.tsv	file	tsv	16464314	no	no	[REDACTED_PATH] 27       mPreciseDataConnectionStates={Pair{1 [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED}= state  CONNECTED, transport  WWAN, id  2, netId  127, network type  NR, APN Setting  [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED, link properties  {InterfaceName  rmnet_data1 LinkAddresses  [ [REDACTED_IPV4]/29,2600 100a b061 ed22 3c54 a3b2 fec9 9f6d/64 ] DnsAddresses  [ /2001 4888 38 ff00 322 d  ,/[REDACTED_IPV4],/2001 4888 3c ff00 325 d  ,/[REDACTED_IPV4] ] Domains  null MTU  1428 TcpBufferSizes  2097152,6291456,16777216,512000,2097152,8388608 Routes  [ [REDACTED_IPV4]/0 -> [REDACTED_IPV4] rmnet_data1 mtu 1428,  /0 -> fe80  3 rmnet_data1 mtu 1428 ]}, default QoS  EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0} uplink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0}}, fail cause  NONE(0x0), network validation status  unsupported, Pair{1 [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED}= state  CONNECTED, transport  WWAN, id  1, netId  128, network type  NR, APN Setting  [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED, link properties  {InterfaceName  rmnet_data0 LinkAddresses  [ 2600 100a 105c bf63 d5de 972e ec27 c484/64 ] DnsAddresses  [ /2001 4888 38 ff00 322 d  ,/2001 4888 3c ff00 325 d   ] PcscfAddresses  [ /2001 4888 5 fe01 e0 104 0 33d,/2001 4888 2 3107 a0 104 0 4433,/2001 4888 5 fe01 e0 104 0 349 ] Domains  null MTU  1428 TcpBufferSizes  2097152,6291456,16777216,512000,2097152,8388608 Routes  [   /0 -> fe80  2 rmnet_data0 mtu 1428 ]}, default QoS  EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}}, fail cause  NONE(0x0), network validation status  unsupported}
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/pco_activation.tsv	file	tsv	532882	no	no	[REDACTED_PATH] 818               carrier_app_wake_signal_config = [com.sec.android.app.setupwizard/com.samsung.vzw.activationagent.receiver.CarrierSignalRedirectedReceiver com.android.internal.telephony.CARRIER_SIGNAL_REDIRECTED, com.android.carrierdefaultapp/.CarrierDefaultBroadcastReceiver com.android.internal.telephony.CARRIER_SIGNAL_RESET, com.sec.android.app.setupwizard/com.samsung.vzw.activationagent.receiver.PcoBroadcastReceiver com.android.internal.telephony.CARRIER_SIGNAL_PCO_VALUE, com.sec.imsservice/com.sec.internal.ims.imsservice.ImsIntentReceiver com.android.internal.telephony.CARRIER_SIGNAL_PCO_VALUE, com.samsung.android.app.telephonyui/.netsettings.ui.simcardmanager.PcoValueReceiver android.telephony.action.CARRIER_SIGNAL_PCO_VALUE]
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/ims.tsv	file	tsv	43238412	no	no	[REDACTED_PATH] 52   [REDACTED_PATH] IMS_VoLTE Provisioning Drift Analysis.docx
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/instability.tsv	file	tsv	15883188	no	no	[REDACTED_PATH] 123     2026-01-30T19 36 36.374580 - notifyDataConnectionForSubscriber  phoneId=0 subId=4  state  DISCONNECTED, transport  WWAN, id  2, netId  116, network type  LTE, APN Setting  [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED, link properties  {InterfaceName  rmnet_data1 LinkAddresses  [ [REDACTED_IPV4]/30 ] DnsAddresses  [ /[REDACTED_IPV4],/[REDACTED_IPV4] ] Domains  null MTU  1428 TcpBufferSizes  2097152,4194304,8388608,262144,524288,1048576 Routes  [ [REDACTED_IPV4]/0 -> [REDACTED_IPV4] rmnet_data1 mtu 1428 ]}, default QoS  EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}}, fail cause  LOST_CONNECTION(0x10004), network validation status  unsupported
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/qos_rf.tsv	file	tsv	823164	no	no	[REDACTED_PATH] 101   12-13 00 05 26.799 W/AccessNetworkUtils( 3997)  Band and the range of EARFCN are not consistent  band = 66 ,earfcn = 0 ,isUplink = false
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/all_hits.tsv	file	tsv	75545359	no	no	[REDACTED_PATH] 52   [REDACTED_PATH] IMS_VoLTE Provisioning Drift Analysis.docx
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/run.stdout.txt	file	txt	352	no	no	[INFO] Root: [REDACTED_PATH]
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/file_list.txt	file	txt	1210	no	no	[REDACTED_PATH] short_123.txt
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/01_apn_top.tsv	file	tsv	162536	no	no	[REDACTED_PATH] 15   • Your telephony state shows the default data APN is carrier-controlled and marked CARRIER_EDITED, not user-edited.
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/02_validation_top.tsv	file	tsv	347551	no	no	[REDACTED_PATH] 3   01-31 10 28 38.012 D/DN-145-C( 3905)  ConnectedState  onDataStateChanged  DataCallResponse  { cause=NONE(0x0) retry=-1 cid=3 linkStatus=1 protocolType=2 ifname=rmnet_data2 addresses=[[REDACTED_IPV4]/29, 2600 100a b061 ed22 4836 cdc 1214 1854/64] dnses=[/2001 4888 38 ff00 322 d  , /[REDACTED_IPV4], /2001 4888 3c ff00 325 d  , /[REDACTED_IPV4]] gateways=[/[REDACTED_IPV4], /fe80  4] pcscf=[] mtu=1428 mtuV4=1428 mtuV6=1428 handoverFailureMode=retry setup new one pduSessionId=0 defaultQos=EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}} qosBearerSessions=[QosBearerSession { qosBearerSessionId=3133 qos=NrQos { fiveQi=8 downlink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=8} qosFlowId=0 averagingWindowMs=0} qosBearerFilterList=[QosBearerFilter { localAddresses=[] remoteAddresses=[] localPort=null remotePort=null protocol=-1 typeOfServiceMask=-1 flowLabel=-1 securityParameterIndex=-1 filterDirection=1 precedence=255}]}] sliceInfo=SliceInfo{mSliceServiceType=NONE, mSliceDifferentiator=-1, mMappedHplmnSliceServiceType=NONE, mMappedHplmnSliceDifferentiator=-1, mStatus=UNKNOWN} trafficDescriptors=[TrafficDescriptor={mDnn=VZWINTERNET, null}] networkValidationStatus=unsupported}
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/03_pco_top.tsv	file	tsv	82993	no	no	[REDACTED_PATH] 818               carrier_app_wake_signal_config = [com.sec.android.app.setupwizard/com.samsung.vzw.activationagent.receiver.CarrierSignalRedirectedReceiver com.android.internal.telephony.CARRIER_SIGNAL_REDIRECTED, com.android.carrierdefaultapp/.CarrierDefaultBroadcastReceiver com.android.internal.telephony.CARRIER_SIGNAL_RESET, com.sec.android.app.setupwizard/com.samsung.vzw.activationagent.receiver.PcoBroadcastReceiver com.android.internal.telephony.CARRIER_SIGNAL_PCO_VALUE, com.sec.imsservice/com.sec.internal.ims.imsservice.ImsIntentReceiver com.android.internal.telephony.CARRIER_SIGNAL_PCO_VALUE, com.samsung.android.app.telephonyui/.netsettings.ui.simcardmanager.PcoValueReceiver android.telephony.action.CARRIER_SIGNAL_PCO_VALUE]
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/04_instability_top.tsv	file	tsv	327247	no	no	[REDACTED_PATH] 123     2026-01-30T19 36 36.374580 - notifyDataConnectionForSubscriber  phoneId=0 subId=4  state  DISCONNECTED, transport  WWAN, id  2, netId  116, network type  LTE, APN Setting  [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED, link properties  {InterfaceName  rmnet_data1 LinkAddresses  [ [REDACTED_IPV4]/30 ] DnsAddresses  [ /[REDACTED_IPV4],/[REDACTED_IPV4] ] Domains  null MTU  1428 TcpBufferSizes  2097152,4194304,8388608,262144,524288,1048576 Routes  [ [REDACTED_IPV4]/0 -> [REDACTED_IPV4] rmnet_data1 mtu 1428 ]}, default QoS  EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}}, fail cause  LOST_CONNECTION(0x10004), network validation status  unsupported
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/05_qos_rf_top.tsv	file	tsv	41029	no	no	[REDACTED_PATH] 101   12-13 00 05 26.799 W/AccessNetworkUtils( 3997)  Band and the range of EARFCN are not consistent  band = 66 ,earfcn = 0 ,isUplink = false
/storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/06_multisignal_excerpt.tsv	file	tsv	1162107	no	no	[REDACTED_PATH]    mPreciseDataConnectionStates={Pair{1 [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED}= state: CONNECTED, transport: WWAN, id: 2, netId: 127, network type: NR, APN Setting: [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED, link properties: {InterfaceName: rmnet_data1 LinkAddresses: [ [REDACTED_IPV4]/29,[REDACTED_IPV6]/64 ] DnsAddresses: [ /[REDACTED_IPV6]::,/[REDACTED_IPV4],/[REDACTED_IPV6]::,/[REDACTED_IPV4] ] Domains: null MTU: 1428 TcpBufferSizes: 2097152,6291456,16777216,512000,2097152,8388608 Routes: [ [REDACTED_IPV4]/0 -> [REDACTED_IPV4] rmnet_data1 mtu 1428,::/0 -> [REDACTED_IPV6] rmnet_data1 mtu 1428 ]}, default QoS: EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0} uplink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0}}, fail cause: NONE(0x0), network validation status: unsupported, Pair{1 [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED}= state: CONNECTED, transport: WWAN, id: 1, netId: 128, network type: NR, APN Setting: [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED, link properties: {InterfaceName: rmnet_data0 LinkAddresses: [ [REDACTED_IPV6]/64 ] DnsAddresses: [ /[REDACTED_IPV6]::,/[REDACTED_IPV6]:: ] PcscfAddresses: [ /[REDACTED_IPV6],/[REDACTED_IPV6],/[REDACTED_IPV6] ] Domains: null MTU: 1428 TcpBufferSizes: 2097152,6291456,16777216,512000,2097152,8388608 Routes: [ ::/0 -> [REDACTED_IPV6] rmnet_data0 mtu 1428 ]}, default QoS: EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}}, fail cause: NONE(0x0), network validation status: unsupported}
/storage/emulated/0/Verizon_Public_Case/SHA256SUMS_public_tree.txt	file	txt	12149	no	no	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855  ./SHA256SUMS_public_tree.txt
/storage/emulated/0/Verizon_Public_Case/README.md	doc	md	1078	no	no	# Verizon_Public_Case
/storage/emulated/0/Verizon_Public_Case/.gitignore	file	gitignore	391	no	no	# Keep raw, high-volume, or sensitive evidence local-only
/storage/emulated/0/Verizon_Public_Case/analysis/session_instability_analysis_2026-03-06.md	doc	md	7568	no	no	# Verizon Telephony / APN / Session Analysis
/storage/emulated/0/Verizon_Public_Case/analysis/daily_ingest/2026-03-21/PUBLIC_INGEST_SUMMARY_20260321_141008.md	doc	md	1002	no	no	# Public Ingest Summary — 2026-03-21
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/ingest_manifest_20260321_141008.tsv	file	tsv	5868	no	no	src_path dest_path sha256_before sha256_after bytes_after
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/redaction_report_20260321_141008.txt	file	txt	3597	no	no	[REDACTED] /data/data/com.termux/files/home/vz_reextract_20260321_132627/signals/apn.tsv -> /storage/emulated/0/Verizon_Public_Case/evidence/network_state/redacted/2026-03-21/apn.tsv
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/residual_sensitive_hits_20260321_141008.txt	file	txt	969741	no	no	1:[REDACTED_PATH]    mPreciseDataConnectionStates={Pair{1 [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED}= state: CONNECTED, transport: WWAN, id: 2, netId: 127, network type: NR, APN Setting: [ApnSetting] Verizon Internet, 7335, 311480, VZWINTERNET, , null, , null, null, 0, supl | dun | hipri | default, IPV4V6, IP, true, 0, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, CARRIER_EDITED, link properties: {InterfaceName: rmnet_data1 LinkAddresses: [ [REDACTED_IPV4]/29,[REDACTED_IPV6]/64 ] DnsAddresses: [ /[REDACTED_IPV6]::,/[REDACTED_IPV4],/[REDACTED_IPV6]::,/[REDACTED_IPV4] ] Domains: null MTU: 1428 TcpBufferSizes: 2097152,6291456,16777216,512000,2097152,8388608 Routes: [ [REDACTED_IPV4]/0 -> [REDACTED_IPV4] rmnet_data1 mtu 1428,::/0 -> [REDACTED_IPV6] rmnet_data1 mtu 1428 ]}, default QoS: EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0} uplink=Bandwidth { maxBitrateKbps=0 guaranteedBitrateKbps=0}}, fail cause: NONE(0x0), network validation status: unsupported, Pair{1 [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED}= state: CONNECTED, transport: WWAN, id: 1, netId: 128, network type: NR, APN Setting: [ApnSetting] Verizon IMS, 7337, 311480, IMS, , null, , null, null, 0, ims | ia, IPV4V6, IPV6, true, 2, true, [REDACTED_COORDS], 300, [REDACTED_COORDS], gid, BAE0000000000000, false, GPRS|EDGE|UMTS|HSDPA|HSUPA|HSPA|LTE|CDMA - eHRPD|HSPA+|GSM|IWLAN|LTE_CA|NR, UNKNOWN, [REDACTED_COORDS], 1, false, 3, 961, false, UNEDITED, link properties: {InterfaceName: rmnet_data0 LinkAddresses: [ [REDACTED_IPV6]/64 ] DnsAddresses: [ /[REDACTED_IPV6]::,/[REDACTED_IPV6]:: ] PcscfAddresses: [ /[REDACTED_IPV6],/[REDACTED_IPV6],/[REDACTED_IPV6] ] Domains: null MTU: 1428 TcpBufferSizes: 2097152,6291456,16777216,512000,2097152,8388608 Routes: [ ::/0 -> [REDACTED_IPV6] rmnet_data0 mtu 1428 ]}, default QoS: EpsQos { qosClassId=0 downlink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8} uplink=Bandwidth { maxBitrateKbps=800000000 guaranteedBitrateKbps=8}}, fail cause: NONE(0x0), network validation status: unsupported}
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/copy_log_20260321_141008.txt	file	txt	91	no	no	[SKIP_BINARY] /data/data/com.termux/files/home/vz_reextract_20260321_132627/run.stderr.txt
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/residual_sensitive_hits_retry_20260321_142424.txt	file	txt	0	no	no	
/storage/emulated/0/Verizon_Public_Case/manifests/daily_ingest/2026-03-21/residual_sensitive_summary_retry_20260321_142424.txt	file	txt	86	no	no	== residual hits by file ==
/storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_tree_20260308T135536Z.tsv	file	tsv	5123	no	no	.gitignore 148 8ca806e1e9d314f4369e317f577f76234091d4ced6d44dee4549f71809ffd3a4
/storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_sha256_20260308T135536Z.txt	file	txt	4982	no	no	8ca806e1e9d314f4369e317f577f76234091d4ced6d44dee4549f71809ffd3a4  .gitignore
